pub_date	title	venue	excerpt	citation	url_slug	paper_url
2022-10-18	Mandheling: Mixed-Precision On-Device DNN Training with DSP Offloading	MobiCom'2022	The first system that enables highly resource-efficient on-device training by orchestrating mixed-precision training with on-chip Digital Signal Processor (DSP) offloading.	Xu, Daliang, et al. "Mandheling: Mixed-Precision On-Device DNN Training with DSP Offloading." MobiCom (2022).	http://daliangxu.github.io/files/main-MobiCom22-DSPINT8.pdf
